x,y,size,word
0.4920888557476839,0.7029828037960391,7004.930991170302,foe
0.5656913774669701,0.7367065095316851,5060.731314013545,presuccess
0.790519411763855,0.4895529890633026,2730.0503137343558,precommune
0.5965574545061052,0.7216056898186947,4992.326443942454,omnipercipient
0.9962727732622458,0.7890664786267125,476.11131858956713,persico
0.6762061659677128,0.6505927075590845,3983.3844457111622,jubilantly
0.07757430920545283,0.21641137978676106,6093.9284710821685,Hepatica
0.7066955954472884,0.5358924399365608,6574.583217545167,railbird
0.15970511401201914,0.2334888755404052,6637.185696353984,oneirocritics
0.8734664230940528,0.6569792454329657,3011.0423603828494,styloid
0.7213033577254564,0.25314371274541214,4323.651304662877,stenosphere
0.9034598002678973,0.9101990167404601,8537.111977742576,Corticium
0.8686897524542716,0.8849840112474867,9843.893412406384,anthradiquinone
0.7566286572659131,0.6222066992288764,1338.6023625873845,penniveined
0.4237542759330315,0.34157817963348003,4160.09251277744,ice
0.441987674108141,0.4906072207987793,6536.570580435803,energeia
0.7881744252667708,0.026071275622953305,154.4717735965495,gillotype
0.36439048615586467,0.8261015280533694,4826.285952622659,otherist
0.7503060413108029,0.28664077980787805,7721.604560011834,herborize
0.45632194105825796,0.43114621496938477,8500.603806087467,doted
0.08363731046190193,0.6487315387754582,1653.100785469206,Bagdi
0.5972839485551886,0.8652664568314339,9279.68404574242,coracoclavicular
0.21413347861309528,0.9524015042398699,486.24242798480213,dodecamerous
0.6267259874085918,0.03894382979475686,8026.511789293809,fimble
0.8636602539870566,0.03242633429148345,19.205584042958357,dattock
